Game Title,Game ID,Year,Average Rating,Number of Voters,Weight,Weight Votes,Owned,Type,Player Count,Best %,Best Votes,Recommended %,Recommended Votes,Not Recommended %,Not Recommended Votes,Vote Count
Race! Formula 90: Expansion #3,350093,2023,8.60533,35,4.0,1,Owned,Expansion,5,0.0,0,100.0,1,0.0,0,1
Race! Formula 90: Expansion #3,350093,2023,8.60533,35,4.0,1,Owned,Expansion,6,0.0,0,100.0,1,0.0,0,1
Raxxon,231197,2017,6.7509,1197,1.96,28,Owned,Base Game,1,34.6,9,57.7,15,7.7,2,26
Raxxon,231197,2017,6.7509,1197,1.96,28,Owned,Base Game,2,36.8,7,63.2,12,0.0,0,19
Raxxon,231197,2017,6.7509,1197,1.96,28,Owned,Base Game,3,58.8,10,41.2,7,0.0,0,17
Raxxon,231197,2017,6.7509,1197,1.96,28,Owned,Base Game,4,11.8,2,82.4,14,5.9,1,17
Red Poppies Campaigns: The Battles for Ypres,195232,2016,7.82848,96,2.91,11,Owned,Base Game,1,0.0,0,100.0,4,0.0,0,4
Red Poppies Campaigns: The Battles for Ypres,195232,2016,7.82848,96,2.91,11,Owned,Base Game,2,75.0,3,25.0,1,0.0,0,4
Red Poppies Campaigns: Volume 2 – Last Laurels At Limanowa,227561,2018,7.8069,29,2.0,1,Owned,Base Game,1,0,0,0,0,0,0,0
Red Poppies Campaigns: Volume 2 – Last Laurels At Limanowa,227561,2018,7.8069,29,2.0,1,Owned,Base Game,2,0.0,0,100.0,1,0.0,0,1
Red Poppies Campaigns: Volume 3 – Assault Artillery: La Malmaison,267375,2020,8.47917,24,0.0,0,Owned,Base Game,1,0.0,0,100.0,1,0.0,0,1
Red Poppies Campaigns: Volume 3 – Assault Artillery: La Malmaison,267375,2020,8.47917,24,0.0,0,Owned,Base Game,2,100.0,1,0.0,0,0.0,0,1
The Resistance: Avalon,128882,2012,7.51937,33148,1.74,1058,Owned,Base Game,1,0.6,2,0.0,0,99.4,319,321
The Resistance: Avalon,128882,2012,7.51937,33148,1.74,1058,Owned,Base Game,2,0.3,1,0.0,0,99.7,318,319
The Resistance: Avalon,128882,2012,7.51937,33148,1.74,1058,Owned,Base Game,3,0.3,1,0.0,0,99.7,320,321
The Resistance: Avalon,128882,2012,7.51937,33148,1.74,1058,Owned,Base Game,4,0.6,2,0.0,0,99.4,321,323
The Resistance: Avalon,128882,2012,7.51937,33148,1.74,1058,Owned,Base Game,5,7.8,31,57.7,228,34.4,136,395
The Resistance: Avalon,128882,2012,7.51937,33148,1.74,1058,Owned,Base Game,6,19.4,78,70.0,282,10.7,43,403
The Resistance: Avalon,128882,2012,7.51937,33148,1.74,1058,Owned,Base Game,7,71.5,299,27.0,113,1.4,6,418
The Resistance: Avalon,128882,2012,7.51937,33148,1.74,1058,Owned,Base Game,8,67.1,273,30.5,124,2.5,10,407
The Resistance: Avalon,128882,2012,7.51937,33148,1.74,1058,Owned,Base Game,9,33.6,124,57.2,211,9.2,34,369
The Resistance: Avalon,128882,2012,7.51937,33148,1.74,1058,Owned,Base Game,10,32.9,121,55.2,203,12.0,44,368
Roads & Boats: 20th Anniversary Edition,276502,2019,8.28454,485,4.27,26,Owned,Base Game,1,28.6,2,71.4,5,0.0,0,7
Roads & Boats: 20th Anniversary Edition,276502,2019,8.28454,485,4.27,26,Owned,Base Game,2,60.0,6,40.0,4,0.0,0,10
Roads & Boats: 20th Anniversary Edition,276502,2019,8.28454,485,4.27,26,Owned,Base Game,3,40.0,4,60.0,6,0.0,0,10
Roads & Boats: 20th Anniversary Edition,276502,2019,8.28454,485,4.27,26,Owned,Base Game,4,0.0,0,100.0,6,0.0,0,6
Roads & Boats: 20th Anniversary Edition,276502,2019,8.28454,485,4.27,26,Owned,Base Game,5,0.0,0,16.7,1,83.3,5,6
Roads & Boats: 20th Anniversary Edition,276502,2019,8.28454,485,4.27,26,Owned,Base Game,6,0.0,0,0.0,0,100.0,5,5
Robinson Crusoe: Adventures on the Cursed Island,121921,2012,7.75064,42855,3.82,2219,Owned,Base Game,1,43.3,378,49.4,431,7.2,63,872
Robinson Crusoe: Adventures on the Cursed Island,121921,2012,7.75064,42855,3.82,2219,Owned,Base Game,2,39.6,337,57.3,487,3.1,26,850
Robinson Crusoe: Adventures on the Cursed Island,121921,2012,7.75064,42855,3.82,2219,Owned,Base Game,3,42.5,331,50.1,390,7.3,57,778
Robinson Crusoe: Adventures on the Cursed Island,121921,2012,7.75064,42855,3.82,2219,Owned,Base Game,4,21.8,162,57.9,430,20.3,151,743
Roll Through the Ages: The Bronze Age,37380,2008,6.85299,12079,1.78,856,Owned,Base Game,1,15.6,22,53.9,76,30.5,43,141
Roll Through the Ages: The Bronze Age,37380,2008,6.85299,12079,1.78,856,Owned,Base Game,2,54.3,100,42.9,79,2.7,5,184
Roll Through the Ages: The Bronze Age,37380,2008,6.85299,12079,1.78,856,Owned,Base Game,3,42.1,69,56.7,93,1.2,2,164
Roll Through the Ages: The Bronze Age,37380,2008,6.85299,12079,1.78,856,Owned,Base Game,4,24.0,37,55.2,85,20.8,32,154
Root,237182,2018,8.07457,49245,3.8,2014,Owned,Base Game,1,0.4,3,11.1,82,88.5,656,741
Root,237182,2018,8.07457,49245,3.8,2014,Owned,Base Game,2,2.7,23,35.1,299,62.3,531,853
Root,237182,2018,8.07457,49245,3.8,2014,Owned,Base Game,3,20.8,193,71.8,666,7.4,69,928
Root,237182,2018,8.07457,49245,3.8,2014,Owned,Base Game,4,86.9,883,12.0,122,1.1,11,1016
Root: The Riverfolk Expansion,241386,2018,8.42684,7455,3.84,117,Owned,Expansion,1,0.0,0,27.0,24,73.0,65,89
Root: The Riverfolk Expansion,241386,2018,8.42684,7455,3.84,117,Owned,Expansion,2,1.0,1,42.3,41,56.7,55,97
Root: The Riverfolk Expansion,241386,2018,8.42684,7455,3.84,117,Owned,Expansion,3,21.9,23,72.4,76,5.7,6,105
Root: The Riverfolk Expansion,241386,2018,8.42684,7455,3.84,117,Owned,Expansion,4,84.7,94,15.3,17,0.0,0,111
Root: The Riverfolk Expansion,241386,2018,8.42684,7455,3.84,117,Owned,Expansion,5,31.7,32,56.4,57,11.9,12,101
Root: The Riverfolk Expansion,241386,2018,8.42684,7455,3.84,117,Owned,Expansion,6,9.5,9,37.9,36,52.6,50,95
Root: The Underworld Expansion,272637,2020,8.71589,4650,3.58,66,Owned,Expansion,1,0.0,0,14.3,5,85.7,30,35
Root: The Underworld Expansion,272637,2020,8.71589,4650,3.58,66,Owned,Expansion,2,5.0,2,32.5,13,62.5,25,40
Root: The Underworld Expansion,272637,2020,8.71589,4650,3.58,66,Owned,Expansion,3,25.6,11,72.1,31,2.3,1,43
Root: The Underworld Expansion,272637,2020,8.71589,4650,3.58,66,Owned,Expansion,4,86.7,39,13.3,6,0.0,0,45
Root: The Underworld Expansion,272637,2020,8.71589,4650,3.58,66,Owned,Expansion,5,23.8,10,54.8,23,21.4,9,42
Root: The Underworld Expansion,272637,2020,8.71589,4650,3.58,66,Owned,Expansion,6,7.9,3,42.1,16,50.0,19,38
Salerno '43,313073,2022,8.09287,373,3.32,28,Owned,Base Game,1,9.1,1,63.6,7,27.3,3,11
Salerno '43,313073,2022,8.09287,373,3.32,28,Owned,Base Game,2,90.0,9,10.0,1,0.0,0,10
Santorini,194655,2016,7.36797,38186,1.73,734,Owned,Base Game,1,0.0,0,0.8,3,99.2,376,379
Santorini,194655,2016,7.36797,38186,1.73,734,Owned,Base Game,2,90.1,483,9.3,50,0.6,3,536
Santorini,194655,2016,7.36797,38186,1.73,734,Owned,Base Game,3,11.0,47,46.7,199,42.3,180,426
Santorini,194655,2016,7.36797,38186,1.73,734,Owned,Base Game,4,7.7,29,37.3,140,54.9,206,375
Santorini: Golden Fleece,216033,2017,7.70263,1408,1.91,23,Owned,Expansion,1,0.0,0,0.0,0,100.0,10,10
Santorini: Golden Fleece,216033,2017,7.70263,1408,1.91,23,Owned,Expansion,2,100.0,14,0.0,0,0.0,0,14
Santorini: Golden Fleece,216033,2017,7.70263,1408,1.91,23,Owned,Expansion,3,0.0,0,45.5,5,54.5,6,11
Santorini: Golden Fleece,216033,2017,7.70263,1408,1.91,23,Owned,Expansion,4,0.0,0,60.0,6,40.0,4,10
Scythe,169786,2016,8.15026,81722,3.44,3201,Owned,Base Game,1,6.3,60,56.6,538,37.1,352,950
Scythe,169786,2016,8.15026,81722,3.44,3201,Owned,Base Game,2,4.6,53,61.1,703,34.3,395,1151
Scythe,169786,2016,8.15026,81722,3.44,3201,Owned,Base Game,3,27.5,324,64.6,761,7.9,93,1178
Scythe,169786,2016,8.15026,81722,3.44,3201,Owned,Base Game,4,72.7,901,25.6,317,1.8,22,1240
Scythe,169786,2016,8.15026,81722,3.44,3201,Owned,Base Game,5,35.9,393,52.6,575,11.5,126,1094
Scythe: Invaders from Afar,199727,2016,8.28756,11204,3.44,147,Owned,Expansion,1,8.1,6,55.4,41,36.5,27,74
Scythe: Invaders from Afar,199727,2016,8.28756,11204,3.44,147,Owned,Expansion,2,4.8,4,60.7,51,34.5,29,84
Scythe: Invaders from Afar,199727,2016,8.28756,11204,3.44,147,Owned,Expansion,3,15.7,14,71.9,64,12.4,11,89
Scythe: Invaders from Afar,199727,2016,8.28756,11204,3.44,147,Owned,Expansion,4,66.0,62,29.8,28,4.3,4,94
Scythe: Invaders from Afar,199727,2016,8.28756,11204,3.44,147,Owned,Expansion,5,61.1,55,34.4,31,4.4,4,90
Scythe: Invaders from Afar,199727,2016,8.28756,11204,3.44,147,Owned,Expansion,6,25.3,22,50.6,44,24.1,21,87
Scythe: Invaders from Afar,199727,2016,8.28756,11204,3.44,147,Owned,Expansion,7,21.4,18,46.4,39,32.1,27,84
Scythe: Modular Board,279304,2019,8.24244,1529,3.5,14,Owned,Expansion,1,7.7,1,38.5,5,53.8,7,13
Scythe: Modular Board,279304,2019,8.24244,1529,3.5,14,Owned,Expansion,2,35.3,6,52.9,9,11.8,2,17
Scythe: Modular Board,279304,2019,8.24244,1529,3.5,14,Owned,Expansion,3,47.1,8,47.1,8,5.9,1,17
Scythe: Modular Board,279304,2019,8.24244,1529,3.5,14,Owned,Expansion,4,47.1,8,47.1,8,5.9,1,17
Scythe: Modular Board,279304,2019,8.24244,1529,3.5,14,Owned,Expansion,5,20.0,3,53.3,8,26.7,4,15
Scythe: The Wind Gambit,223555,2017,7.79786,7027,3.42,83,Owned,Expansion,1,3.6,1,64.3,18,32.1,9,28
Scythe: The Wind Gambit,223555,2017,7.79786,7027,3.42,83,Owned,Expansion,2,12.5,4,62.5,20,25.0,8,32
Scythe: The Wind Gambit,223555,2017,7.79786,7027,3.42,83,Owned,Expansion,3,18.8,6,78.1,25,3.1,1,32
Scythe: The Wind Gambit,223555,2017,7.79786,7027,3.42,83,Owned,Expansion,4,78.1,25,21.9,7,0.0,0,32
Scythe: The Wind Gambit,223555,2017,7.79786,7027,3.42,83,Owned,Expansion,5,60.0,18,36.7,11,3.3,1,30
Scythe: The Wind Gambit,223555,2017,7.79786,7027,3.42,83,Owned,Expansion,6,17.9,5,42.9,12,39.3,11,28
Scythe: The Wind Gambit,223555,2017,7.79786,7027,3.42,83,Owned,Expansion,7,25.9,7,29.6,8,44.4,12,27
Sekigahara: The Unification of Japan,25021,2011,8.0024,5824,2.79,373,Owned,Base Game,1,0.0,0,15.3,9,84.7,50,59
Sekigahara: The Unification of Japan,25021,2011,8.0024,5824,2.79,373,Owned,Base Game,2,100.0,74,0.0,0,0.0,0,74
Shikoku 1889,23540,2004,7.97556,1832,3.88,95,Owned,Base Game,1,0.0,0,0.0,0,100.0,36,36
Shikoku 1889,23540,2004,7.97556,1832,3.88,95,Owned,Base Game,2,0.0,0,37.8,17,62.2,28,45
Shikoku 1889,23540,2004,7.97556,1832,3.88,95,Owned,Base Game,3,56.7,34,41.7,25,1.7,1,60
Shikoku 1889,23540,2004,7.97556,1832,3.88,95,Owned,Base Game,4,64.4,38,32.2,19,3.4,2,59
Shikoku 1889,23540,2004,7.97556,1832,3.88,95,Owned,Base Game,5,4.9,2,41.5,17,53.7,22,41
Shikoku 1889,23540,2004,7.97556,1832,3.88,95,Owned,Base Game,6,0.0,0,7.5,3,92.5,37,40
Small World,40692,2009,7.20981,70721,2.35,3448,Owned,Base Game,1,0.5,3,3.3,21,96.3,619,643
Small World,40692,2009,7.20981,70721,2.35,3448,Owned,Base Game,2,13.2,117,58.6,519,28.1,249,885
Small World,40692,2009,7.20981,70721,2.35,3448,Owned,Base Game,3,36.1,322,60.4,539,3.5,31,892
Small World,40692,2009,7.20981,70721,2.35,3448,Owned,Base Game,4,70.5,664,27.7,261,1.8,17,942
Small World,40692,2009,7.20981,70721,2.35,3448,Owned,Base Game,5,27.5,232,61.2,517,11.4,96,845
The Soo Line,262621,2018,6.85915,213,2.11,9,Owned,Base Game,1,0.0,0,0.0,0,100.0,6,6
The Soo Line,262621,2018,6.85915,213,2.11,9,Owned,Base Game,2,0.0,0,0.0,0,100.0,5,5
The Soo Line,262621,2018,6.85915,213,2.11,9,Owned,Base Game,3,25.0,2,62.5,5,12.5,1,8
The Soo Line,262621,2018,6.85915,213,2.11,9,Owned,Base Game,4,60.0,6,30.0,3,10.0,1,10
The Soo Line,262621,2018,6.85915,213,2.11,9,Owned,Base Game,5,40.0,4,40.0,4,20.0,2,10
Space Explorers,235817,2017,6.94254,1589,2.26,50,Owned,Base Game,1,9.7,3,29.0,9,61.3,19,31
Space Explorers,235817,2017,6.94254,1589,2.26,50,Owned,Base Game,2,40.0,14,54.3,19,5.7,2,35
Space Explorers,235817,2017,6.94254,1589,2.26,50,Owned,Base Game,3,51.6,16,41.9,13,6.5,2,31
Space Explorers,235817,2017,6.94254,1589,2.26,50,Owned,Base Game,4,43.3,13,43.3,13,13.3,4,30
SpaceCorp: 2025-2300AD,214029,2018,7.67103,2636,2.96,153,Owned,Base Game,1,32.2,28,59.8,52,8.0,7,87
SpaceCorp: 2025-2300AD,214029,2018,7.67103,2636,2.96,153,Owned,Base Game,2,7.8,6,68.8,53,23.4,18,77
SpaceCorp: 2025-2300AD,214029,2018,7.67103,2636,2.96,153,Owned,Base Game,3,53.6,45,39.3,33,7.1,6,84
SpaceCorp: 2025-2300AD,214029,2018,7.67103,2636,2.96,153,Owned,Base Game,4,37.7,29,45.5,35,16.9,13,77
Spirit Island,162886,2017,8.34757,49573,4.06,2740,Owned,Base Game,1,31.1,446,62.1,890,6.8,98,1434
Spirit Island,162886,2017,8.34757,49573,4.06,2740,Owned,Base Game,2,70.1,1104,29.2,460,0.6,10,1574
Spirit Island,162886,2017,8.34757,49573,4.06,2740,Owned,Base Game,3,36.2,505,57.5,802,6.3,88,1395
Spirit Island,162886,2017,8.34757,49573,4.06,2740,Owned,Base Game,4,11.0,143,48.9,636,40.1,522,1301
"Stalingrad '42: Southern Russia, June-December, 1942",255393,2019,8.42091,472,3.5,38,Owned,Base Game,1,7.7,1,84.6,11,7.7,1,13
"Stalingrad '42: Southern Russia, June-December, 1942",255393,2019,8.42091,472,3.5,38,Owned,Base Game,2,92.3,12,7.7,1,0.0,0,13
"Stalingrad '42: Southern Russia, June-December, 1942",255393,2019,8.42091,472,3.5,38,Owned,Base Game,3,0.0,0,66.7,6,33.3,3,9
"Stalingrad '42: Southern Russia, June-December, 1942",255393,2019,8.42091,472,3.5,38,Owned,Base Game,4,25.0,2,37.5,3,37.5,3,8
Star Realms,147020,2014,7.56251,44253,1.92,1419,Owned,Base Game,1,1.5,5,18.5,61,80.0,264,330
Star Realms,147020,2014,7.56251,44253,1.92,1419,Owned,Base Game,2,93.8,425,5.7,26,0.4,2,453
Star Realms: Colony Wars,182631,2015,7.80236,8070,1.89,141,Owned,Base Game,1,2.5,1,25.0,10,72.5,29,40
Star Realms: Colony Wars,182631,2015,7.80236,8070,1.89,141,Owned,Base Game,2,98.1,51,0.0,0,1.9,1,52
Star Trek: Ascendancy,193949,2016,7.81346,3497,3.15,107,Owned,Base Game,1,0.0,0,7.3,4,92.7,51,55
Star Trek: Ascendancy,193949,2016,7.81346,3497,3.15,107,Owned,Base Game,2,3.7,2,16.7,9,79.6,43,54
Star Trek: Ascendancy,193949,2016,7.81346,3497,3.15,107,Owned,Base Game,3,50.7,34,40.3,27,9.0,6,67
Star Trek: Ascendancy – Borg Assimilation,226910,2017,7.66243,542,3.33,6,Owned,Expansion,1,66.7,2,33.3,1,0.0,0,3
Star Trek: Ascendancy – Borg Assimilation,226910,2017,7.66243,542,3.33,6,Owned,Expansion,2,66.7,2,33.3,1,0.0,0,3
Star Trek: Ascendancy – Borg Assimilation,226910,2017,7.66243,542,3.33,6,Owned,Expansion,3,100.0,3,0.0,0,0.0,0,3
Star Trek: Ascendancy – Borg Assimilation,226910,2017,7.66243,542,3.33,6,Owned,Expansion,4,66.7,2,33.3,1,0.0,0,3
Star Trek: Ascendancy – Borg Assimilation,226910,2017,7.66243,542,3.33,6,Owned,Expansion,5,50.0,1,50.0,1,0.0,0,2
Star Trek: Galactic Enterprises,248567,2018,6.65541,157,1.6,5,Owned,Base Game,1,0.0,0,0.0,0,100.0,2,2
Star Trek: Galactic Enterprises,248567,2018,6.65541,157,1.6,5,Owned,Base Game,2,0.0,0,0.0,0,100.0,2,2
Star Trek: Galactic Enterprises,248567,2018,6.65541,157,1.6,5,Owned,Base Game,3,0.0,0,0.0,0,100.0,3,3
Star Trek: Galactic Enterprises,248567,2018,6.65541,157,1.6,5,Owned,Base Game,4,0.0,0,66.7,2,33.3,1,3
Star Trek: Galactic Enterprises,248567,2018,6.65541,157,1.6,5,Owned,Base Game,5,50.0,1,50.0,1,0.0,0,2
Star Trek: Galactic Enterprises,248567,2018,6.65541,157,1.6,5,Owned,Base Game,6,66.7,2,33.3,1,0.0,0,3
Star Trek: Galactic Enterprises,248567,2018,6.65541,157,1.6,5,Owned,Base Game,7,33.3,1,33.3,1,33.3,1,3
Star Trek: Galactic Enterprises,248567,2018,6.65541,157,1.6,5,Owned,Base Game,8,66.7,2,0.0,0,33.3,1,3
Star Wars: Rebellion,187645,2016,8.41915,31803,3.74,1099,Owned,Base Game,1,0.4,2,3.6,17,95.9,450,469
Star Wars: Rebellion,187645,2016,8.41915,31803,3.74,1099,Owned,Base Game,2,94.8,605,4.9,31,0.3,2,638
Star Wars: Rebellion,187645,2016,8.41915,31803,3.74,1099,Owned,Base Game,3,0.6,3,15.6,75,83.8,402,480
Star Wars: Rebellion,187645,2016,8.41915,31803,3.74,1099,Owned,Base Game,4,4.6,23,31.2,157,64.2,323,503
Stationfall,316624,2023,7.76356,1635,3.87,119,Owned,Base Game,1,3.1,2,15.6,10,81.2,52,64
Stationfall,316624,2023,7.76356,1635,3.87,119,Owned,Base Game,2,0.0,0,41.9,31,58.1,43,74
Stationfall,316624,2023,7.76356,1635,3.87,119,Owned,Base Game,3,5.4,4,62.2,46,32.4,24,74
Stationfall,316624,2023,7.76356,1635,3.87,119,Owned,Base Game,4,65.5,55,29.8,25,4.8,4,84
Stationfall,316624,2023,7.76356,1635,3.87,119,Owned,Base Game,5,56.0,42,42.7,32,1.3,1,75
Stationfall,316624,2023,7.76356,1635,3.87,119,Owned,Base Game,6,29.4,20,51.5,35,19.1,13,68
Stationfall,316624,2023,7.76356,1635,3.87,119,Owned,Base Game,7,10.9,7,32.8,21,56.2,36,64
Stationfall,316624,2023,7.76356,1635,3.87,119,Owned,Base Game,8,6.7,4,21.7,13,71.7,43,60
Stationfall,316624,2023,7.76356,1635,3.87,119,Owned,Base Game,9,5.2,3,15.5,9,79.3,46,58
Steam,27833,2009,7.55814,10194,3.46,696,Owned,Base Game,1,0.0,0,8.2,6,91.8,67,73
Steam,27833,2009,7.55814,10194,3.46,696,Owned,Base Game,2,3.6,3,32.1,27,64.3,54,84
Steam,27833,2009,7.55814,10194,3.46,696,Owned,Base Game,3,21.7,23,67.9,72,10.4,11,106
Steam,27833,2009,7.55814,10194,3.46,696,Owned,Base Game,4,81.2,95,18.8,22,0.0,0,117
Steam,27833,2009,7.55814,10194,3.46,696,Owned,Base Game,5,46.3,50,45.4,49,8.3,9,108
Stellar Horizons,217990,2020,8.08828,371,4.0,36,Owned,Base Game,1,20.0,3,73.3,11,6.7,1,15
Stellar Horizons,217990,2020,8.08828,371,4.0,36,Owned,Base Game,2,58.8,10,35.3,6,5.9,1,17
Stellar Horizons,217990,2020,8.08828,371,4.0,36,Owned,Base Game,3,35.3,6,58.8,10,5.9,1,17
Stellar Horizons,217990,2020,8.08828,371,4.0,36,Owned,Base Game,4,55.6,10,27.8,5,16.7,3,18
Stellar Horizons,217990,2020,8.08828,371,4.0,36,Owned,Base Game,5,18.8,3,31.2,5,50.0,8,16
Stellar Horizons,217990,2020,8.08828,371,4.0,36,Owned,Base Game,6,18.8,3,18.8,3,62.5,10,16
Stellar Horizons,217990,2020,8.08828,371,4.0,36,Owned,Base Game,7,18.8,3,18.8,3,62.5,10,16
Stone Age,34635,2008,7.52806,52278,2.46,3039,Owned,Base Game,1,0.2,1,3.9,21,95.9,512,534
Stone Age,34635,2008,7.52806,52278,2.46,3039,Owned,Base Game,2,21.2,172,60.6,492,18.2,148,812
Stone Age,34635,2008,7.52806,52278,2.46,3039,Owned,Base Game,3,31.2,261,65.8,550,3.0,25,836
Stone Age,34635,2008,7.52806,52278,2.46,3039,Owned,Base Game,4,70.7,623,25.8,227,3.5,31,881
Suburbia,123260,2012,7.47947,25041,2.77,997,Owned,Base Game,1,4.5,10,50.4,113,45.1,101,224
Suburbia,123260,2012,7.47947,25041,2.77,997,Owned,Base Game,2,31.4,102,63.7,207,4.9,16,325
Suburbia,123260,2012,7.47947,25041,2.77,997,Owned,Base Game,3,65.0,193,34.0,101,1.0,3,297
Suburbia,123260,2012,7.47947,25041,2.77,997,Owned,Base Game,4,30.1,85,55.0,155,14.9,42,282
Suburbia Inc,145196,2013,7.9348,2874,2.75,91,Owned,Expansion,1,13.0,3,47.8,11,39.1,9,23
Suburbia Inc,145196,2013,7.9348,2874,2.75,91,Owned,Expansion,2,42.9,12,53.6,15,3.6,1,28
Suburbia Inc,145196,2013,7.9348,2874,2.75,91,Owned,Expansion,3,66.7,16,33.3,8,0.0,0,24
Suburbia Inc,145196,2013,7.9348,2874,2.75,91,Owned,Expansion,4,26.1,6,69.6,16,4.3,1,23
Successors (Fourth Edition),325348,2022,8.07767,681,4.07,46,Owned,Base Game,1,0.0,0,30.0,6,70.0,14,20
Successors (Fourth Edition),325348,2022,8.07767,681,4.07,46,Owned,Base Game,2,4.8,1,52.4,11,42.9,9,21
Successors (Fourth Edition),325348,2022,8.07767,681,4.07,46,Owned,Base Game,3,10.5,2,63.2,12,26.3,5,19
Successors (Fourth Edition),325348,2022,8.07767,681,4.07,46,Owned,Base Game,4,61.5,16,30.8,8,7.7,2,26
Successors (Fourth Edition),325348,2022,8.07767,681,4.07,46,Owned,Base Game,5,56.5,13,34.8,8,8.7,2,23
Tammany Hall,30645,2007,7.28165,4244,2.78,235,Owned,Base Game,1,0.0,0,1.8,1,98.2,54,55
Tammany Hall,30645,2007,7.28165,4244,2.78,235,Owned,Base Game,2,0.0,0,1.7,1,98.3,58,59
Tammany Hall,30645,2007,7.28165,4244,2.78,235,Owned,Base Game,3,12.3,9,52.1,38,35.6,26,73
Tammany Hall,30645,2007,7.28165,4244,2.78,235,Owned,Base Game,4,28.7,23,66.2,53,5.0,4,80
Tammany Hall,30645,2007,7.28165,4244,2.78,235,Owned,Base Game,5,68.7,57,24.1,20,7.2,6,83
Terra Mystica,120677,2012,8.06805,47445,3.97,2918,Owned,Base Game,1,0.0,0,2.9,18,97.1,613,631
Terra Mystica,120677,2012,8.06805,47445,3.97,2918,Owned,Base Game,2,3.9,32,46.7,386,49.4,408,826
Terra Mystica,120677,2012,8.06805,47445,3.97,2918,Owned,Base Game,3,18.9,162,73.9,633,7.2,62,857
Terra Mystica,120677,2012,8.06805,47445,3.97,2918,Owned,Base Game,4,80.6,743,19.0,175,0.4,4,922
Terra Mystica,120677,2012,8.06805,47445,3.97,2918,Owned,Base Game,5,25.1,200,61.9,494,13.0,104,798
Terraforming Mars,167791,2016,8.36426,96640,3.26,3989,Owned,Base Game,1,11.3,196,63.4,1096,25.3,437,1729
Terraforming Mars,167791,2016,8.36426,96640,3.26,3989,Owned,Base Game,2,24.2,502,64.9,1349,10.9,226,2077
Terraforming Mars,167791,2016,8.36426,96640,3.26,3989,Owned,Base Game,3,69.1,1449,29.2,612,1.7,36,2097
Terraforming Mars,167791,2016,8.36426,96640,3.26,3989,Owned,Base Game,4,40.6,805,50.9,1009,8.6,170,1984
Terraforming Mars,167791,2016,8.36426,96640,3.26,3989,Owned,Base Game,5,5.8,99,37.1,636,57.2,981,1716
This Guilty Land,250488,2018,7.5014,196,3.47,15,Owned,Base Game,1,0.0,0,88.9,8,11.1,1,9
This Guilty Land,250488,2018,7.5014,196,3.47,15,Owned,Base Game,2,100.0,9,0.0,0,0.0,0,9
Three Kingdoms Redux,145371,2014,7.85424,1577,4.01,125,Owned,Base Game,1,0.0,0,0.0,0,100.0,36,36
Three Kingdoms Redux,145371,2014,7.85424,1577,4.01,125,Owned,Base Game,2,0.0,0,2.6,1,97.4,37,38
Three Kingdoms Redux,145371,2014,7.85424,1577,4.01,125,Owned,Base Game,3,97.7,43,2.3,1,0.0,0,44
Through the Ages: A New Story of Civilization,182028,2015,8.29659,31130,4.44,1539,Owned,Base Game,1,1.4,6,3.6,15,95.0,400,421
Through the Ages: A New Story of Civilization,182028,2015,8.29659,31130,4.44,1539,Owned,Base Game,2,29.3,184,63.6,399,7.0,44,627
Through the Ages: A New Story of Civilization,182028,2015,8.29659,31130,4.44,1539,Owned,Base Game,3,70.2,445,27.1,172,2.7,17,634
Through the Ages: A New Story of Civilization,182028,2015,8.29659,31130,4.44,1539,Owned,Base Game,4,19.2,112,50.2,293,30.7,179,584
Time of Crisis: The Age of Iron and Rust,249589,2019,8.08596,332,3.27,11,Owned,Expansion,1,0.0,0,100.0,11,0.0,0,11
Time of Crisis: The Age of Iron and Rust,249589,2019,8.08596,332,3.27,11,Owned,Expansion,2,0.0,0,100.0,10,0.0,0,10
Time of Crisis: The Age of Iron and Rust,249589,2019,8.08596,332,3.27,11,Owned,Expansion,3,50.0,5,50.0,5,0.0,0,10
Time of Crisis: The Age of Iron and Rust,249589,2019,8.08596,332,3.27,11,Owned,Expansion,4,90.0,9,10.0,1,0.0,0,10
"Time of Crisis: The Roman Empire in Turmoil, 235-284 AD",164949,2017,7.61193,2193,3.0,123,Owned,Base Game,1,0.0,0,17.0,8,83.0,39,47
"Time of Crisis: The Roman Empire in Turmoil, 235-284 AD",164949,2017,7.61193,2193,3.0,123,Owned,Base Game,2,3.9,2,35.3,18,60.8,31,51
"Time of Crisis: The Roman Empire in Turmoil, 235-284 AD",164949,2017,7.61193,2193,3.0,123,Owned,Base Game,3,12.5,7,80.4,45,7.1,4,56
"Time of Crisis: The Roman Empire in Turmoil, 235-284 AD",164949,2017,7.61193,2193,3.0,123,Owned,Base Game,4,93.8,60,4.7,3,1.6,1,64
Tokaido,123540,2012,6.93221,25766,1.74,847,Owned,Base Game,1,0.0,0,1.1,2,98.9,176,178
Tokaido,123540,2012,6.93221,25766,1.74,847,Owned,Base Game,2,14.6,36,42.3,104,43.1,106,246
Tokaido,123540,2012,6.93221,25766,1.74,847,Owned,Base Game,3,24.2,59,66.8,163,9.0,22,244
Tokaido,123540,2012,6.93221,25766,1.74,847,Owned,Base Game,4,76.6,203,20.0,53,3.4,9,265
Tokaido,123540,2012,6.93221,25766,1.74,847,Owned,Base Game,5,23.7,53,57.6,129,18.8,42,224
Tramways,166571,2016,7.38259,1569,3.79,75,Owned,Base Game,1,10.0,3,70.0,21,20.0,6,30
