Game Title,Game ID,Year,Average Rating,Number of Voters,Weight,Weight Votes,Owned,Type,Player Count,Best %,Best Votes,Recommended %,Recommended Votes,Not Recommended %,Not Recommended Votes,Vote Count
Mariposas,297978,2020,6.80895,4951,2.19,149,Owned,Base Game,3,67.8,40,32.2,19,0.0,0,59
Mariposas,297978,2020,6.80895,4951,2.19,149,Owned,Base Game,4,51.0,26,41.2,21,7.8,4,51
Mariposas,297978,2020,6.80895,4951,2.19,149,Owned,Base Game,5,15.9,7,54.5,24,29.5,13,44
"Men of Iron Battles Tri-pack: Men of Iron, Infidel, Blood & Roses",293959,2020,8.15256,359,3.1,29,Owned,Base Game,1,7.7,1,69.2,9,23.1,3,13
"Men of Iron Battles Tri-pack: Men of Iron, Infidel, Blood & Roses",293959,2020,8.15256,359,3.1,29,Owned,Base Game,2,100.0,10,0.0,0,0.0,0,10
Modern Art,118,1992,7.49747,21962,2.29,1483,Owned,Base Game,1,0.4,1,0.4,1,99.1,221,223
Modern Art,118,1992,7.49747,21962,2.29,1483,Owned,Base Game,2,0.0,0,2.6,6,97.4,222,228
Modern Art,118,1992,7.49747,21962,2.29,1483,Owned,Base Game,3,8.6,24,58.6,164,32.9,92,280
Modern Art,118,1992,7.49747,21962,2.29,1483,Owned,Base Game,4,63.7,200,35.0,110,1.3,4,314
Modern Art,118,1992,7.49747,21962,2.29,1483,Owned,Base Game,5,72.1,225,22.1,69,5.8,18,312
Mottainai,175199,2015,7.03829,4252,3.15,178,Owned,Base Game,1,0.0,0,5.2,3,94.8,55,58
Mottainai,175199,2015,7.03829,4252,3.15,178,Owned,Base Game,2,78.0,71,18.7,17,3.3,3,91
Mottainai,175199,2015,7.03829,4252,3.15,178,Owned,Base Game,3,33.3,25,58.7,44,8.0,6,75
Mottainai,175199,2015,7.03829,4252,3.15,178,Owned,Base Game,4,1.7,1,44.8,26,53.4,31,58
Mottainai,175199,2015,7.03829,4252,3.15,178,Owned,Base Game,5,0.0,0,7.3,4,92.7,51,55
Neanderthal,171662,2015,7.28435,1783,3.74,133,Owned,Base Game,1,11.1,4,63.9,23,25.0,9,36
Neanderthal,171662,2015,7.28435,1783,3.74,133,Owned,Base Game,2,5.9,2,79.4,27,14.7,5,34
Neanderthal,171662,2015,7.28435,1783,3.74,133,Owned,Base Game,3,77.8,28,13.9,5,8.3,3,36
Nemesis,167355,2018,8.27694,29377,3.46,1066,Owned,Base Game,1,4.5,23,61.1,309,34.4,174,506
Nemesis,167355,2018,8.27694,29377,3.46,1066,Owned,Base Game,2,7.1,37,67.1,351,25.8,135,523
Nemesis,167355,2018,8.27694,29377,3.46,1066,Owned,Base Game,3,25.4,135,69.4,369,5.3,28,532
Nemesis,167355,2018,8.27694,29377,3.46,1066,Owned,Base Game,4,66.1,392,32.9,195,1.0,6,593
Nemesis,167355,2018,8.27694,29377,3.46,1066,Owned,Base Game,5,55.4,307,34.1,189,10.5,58,554
Nemo's War (Second Edition),187617,2017,7.84446,5230,3.27,248,Owned,Base Game,1,93.7,148,6.3,10,0.0,0,158
Nemo's War (Second Edition),187617,2017,7.84446,5230,3.27,248,Owned,Base Game,2,3.0,3,30.0,30,67.0,67,100
Nemo's War (Second Edition),187617,2017,7.84446,5230,3.27,248,Owned,Base Game,3,0.0,0,12.8,12,87.2,82,94
Nemo's War (Second Edition),187617,2017,7.84446,5230,3.27,248,Owned,Base Game,4,0.0,0,9.6,9,90.4,85,94
The Networks,72321,2016,7.1543,6454,2.59,122,Owned,Base Game,1,11.9,5,61.9,26,26.2,11,42
The Networks,72321,2016,7.1543,6454,2.59,122,Owned,Base Game,2,6.7,3,71.1,32,22.2,10,45
The Networks,72321,2016,7.1543,6454,2.59,122,Owned,Base Game,3,26.2,11,73.8,31,0.0,0,42
The Networks,72321,2016,7.1543,6454,2.59,122,Owned,Base Game,4,70.5,31,29.5,13,0.0,0,44
The Networks,72321,2016,7.1543,6454,2.59,122,Owned,Base Game,5,5.0,2,80.0,32,15.0,6,40
The Networks: Executives,226711,2018,7.65533,383,3.0,3,Owned,Expansion,1,0.0,0,0.0,0,100.0,1,1
The Networks: Executives,226711,2018,7.65533,383,3.0,3,Owned,Expansion,2,0.0,0,50.0,1,50.0,1,2
The Networks: Executives,226711,2018,7.65533,383,3.0,3,Owned,Expansion,3,0.0,0,100.0,2,0.0,0,2
The Networks: Executives,226711,2018,7.65533,383,3.0,3,Owned,Expansion,4,100.0,2,0.0,0,0.0,0,2
The Networks: Executives,226711,2018,7.65533,383,3.0,3,Owned,Expansion,5,0.0,0,100.0,3,0.0,0,3
The Networks: On the Air,194003,2016,7.25272,386,2.0,2,Owned,Expansion,1,0,0,0,0,0,0,0
The Networks: On the Air,194003,2016,7.25272,386,2.0,2,Owned,Expansion,2,0,0,0,0,0,0,0
The Networks: On the Air,194003,2016,7.25272,386,2.0,2,Owned,Expansion,3,0,0,0,0,0,0,0
The Networks: On the Air,194003,2016,7.25272,386,2.0,2,Owned,Expansion,4,0,0,0,0,0,0,0
The Networks: On the Air,194003,2016,7.25272,386,2.0,2,Owned,Expansion,5,0,0,0,0,0,0,0
Nevsky: Teutons and Rus in Collision 1240-1242,249590,2019,8.07673,835,3.97,73,Owned,Base Game,1,3.6,1,53.6,15,42.9,12,28
Nevsky: Teutons and Rus in Collision 1240-1242,249590,2019,8.07673,835,3.97,73,Owned,Base Game,2,96.7,29,3.3,1,0.0,0,30
Next War: Korea,69130,2012,8.08899,332,4.29,45,Owned,Base Game,1,20.0,1,40.0,2,40.0,2,5
Next War: Korea,69130,2012,8.08899,332,4.29,45,Owned,Base Game,2,83.3,5,16.7,1,0.0,0,6
Next War: Series Supplement #1,186021,2017,7.72581,62,4.5,2,Owned,Expansion,1,0.0,0,100.0,1,0.0,0,1
Next War: Series Supplement #1,186021,2017,7.72581,62,4.5,2,Owned,Expansion,2,100.0,1,0.0,0,0.0,0,1
Next War: Series Supplement #2 – Insurgency,257385,2019,7.62195,41,4.0,1,Owned,Expansion,1,0,0,0,0,0,0,0
Next War: Series Supplement #2 – Insurgency,257385,2019,7.62195,41,4.0,1,Owned,Expansion,2,0,0,0,0,0,0,0
Next War: Vietnam,263223,2020,8.47674,129,4.33,12,Owned,Base Game,1,0.0,0,100.0,5,0.0,0,5
Next War: Vietnam,263223,2020,8.47674,129,4.33,12,Owned,Base Game,2,80.0,4,20.0,1,0.0,0,5
No Retreat! The Russian Front,68264,2011,7.7559,1692,3.15,185,Owned,Base Game,1,3.3,1,86.7,26,10.0,3,30
No Retreat! The Russian Front,68264,2011,7.7559,1692,3.15,185,Owned,Base Game,2,100.0,37,0.0,0,0.0,0,37
Northern Pacific,138704,2013,7.091,1002,1.46,28,Owned,Base Game,1,0.0,0,0.0,0,100.0,11,11
Northern Pacific,138704,2013,7.091,1002,1.46,28,Owned,Base Game,2,0.0,0,0.0,0,100.0,11,11
Northern Pacific,138704,2013,7.091,1002,1.46,28,Owned,Base Game,3,23.5,4,47.1,8,29.4,5,17
Northern Pacific,138704,2013,7.091,1002,1.46,28,Owned,Base Game,4,41.2,7,52.9,9,5.9,1,17
Northern Pacific,138704,2013,7.091,1002,1.46,28,Owned,Base Game,5,53.3,8,40.0,6,6.7,1,15
Northern Pacific,138704,2013,7.091,1002,1.46,28,Owned,Base Game,6,33.3,5,33.3,5,33.3,5,15
Oath: Chronicles of Empire & Exile,291572,2021,7.80547,6807,4.1,561,Owned,Base Game,1,1.4,2,18.1,26,80.6,116,144
Oath: Chronicles of Empire & Exile,291572,2021,7.80547,6807,4.1,561,Owned,Base Game,2,0.6,1,22.1,34,77.3,119,154
Oath: Chronicles of Empire & Exile,291572,2021,7.80547,6807,4.1,561,Owned,Base Game,3,17.0,31,69.8,127,13.2,24,182
Oath: Chronicles of Empire & Exile,291572,2021,7.80547,6807,4.1,561,Owned,Base Game,4,79.9,159,17.1,34,3.0,6,199
Oath: Chronicles of Empire & Exile,291572,2021,7.80547,6807,4.1,561,Owned,Base Game,5,31.2,54,52.0,90,16.8,29,173
Oath: Chronicles of Empire & Exile,291572,2021,7.80547,6807,4.1,561,Owned,Base Game,6,4.7,7,28.7,43,66.7,100,150
Obsession,231733,2018,8.16228,11107,3.11,402,Owned,Base Game,1,21.3,43,63.9,129,14.9,30,202
Obsession,231733,2018,8.16228,11107,3.11,402,Owned,Base Game,2,65.9,170,31.0,80,3.1,8,258
Obsession,231733,2018,8.16228,11107,3.11,402,Owned,Base Game,3,40.4,88,55.0,120,4.6,10,218
Obsession,231733,2018,8.16228,11107,3.11,402,Owned,Base Game,4,11.7,24,61.0,125,27.3,56,205
"Obsession: Upstairs, Downstairs",279067,2020,8.6388,1318,3.52,21,Owned,Expansion,1,16.7,2,66.7,8,16.7,2,12
"Obsession: Upstairs, Downstairs",279067,2020,8.6388,1318,3.52,21,Owned,Expansion,2,62.5,10,31.2,5,6.2,1,16
"Obsession: Upstairs, Downstairs",279067,2020,8.6388,1318,3.52,21,Owned,Expansion,3,50.0,7,42.9,6,7.1,1,14
"Obsession: Upstairs, Downstairs",279067,2020,8.6388,1318,3.52,21,Owned,Expansion,4,35.7,5,50.0,7,14.3,2,14
"Obsession: Upstairs, Downstairs",279067,2020,8.6388,1318,3.52,21,Owned,Expansion,5,10.0,1,10.0,1,80.0,8,10
"Obsession: Upstairs, Downstairs",279067,2020,8.6388,1318,3.52,21,Owned,Expansion,6,10.0,1,10.0,1,80.0,8,10
On Mars,184267,2020,8.19828,12190,4.67,1526,Owned,Base Game,1,4.7,10,56.8,121,38.5,82,213
On Mars,184267,2020,8.19828,12190,4.67,1526,Owned,Base Game,2,22.5,68,69.2,209,8.3,25,302
On Mars,184267,2020,8.19828,12190,4.67,1526,Owned,Base Game,3,70.5,206,27.4,80,2.1,6,292
On Mars,184267,2020,8.19828,12190,4.67,1526,Owned,Base Game,4,27.8,76,47.6,130,24.5,67,273
One Night Ultimate Werewolf,147949,2014,7.06072,27484,1.37,696,Owned,Base Game,1,0.0,0,0.0,0,100.0,223,223
One Night Ultimate Werewolf,147949,2014,7.06072,27484,1.37,696,Owned,Base Game,2,0.4,1,0.9,2,98.7,221,224
One Night Ultimate Werewolf,147949,2014,7.06072,27484,1.37,696,Owned,Base Game,3,1.2,3,17.9,45,81.0,204,252
One Night Ultimate Werewolf,147949,2014,7.06072,27484,1.37,696,Owned,Base Game,4,5.1,12,56.1,133,38.8,92,237
One Night Ultimate Werewolf,147949,2014,7.06072,27484,1.37,696,Owned,Base Game,5,31.6,81,59.4,152,9.0,23,256
One Night Ultimate Werewolf,147949,2014,7.06072,27484,1.37,696,Owned,Base Game,6,65.6,170,32.4,84,1.9,5,259
One Night Ultimate Werewolf,147949,2014,7.06072,27484,1.37,696,Owned,Base Game,7,69.1,170,29.3,72,1.6,4,246
One Night Ultimate Werewolf,147949,2014,7.06072,27484,1.37,696,Owned,Base Game,8,56.7,132,39.5,92,3.9,9,233
One Night Ultimate Werewolf,147949,2014,7.06072,27484,1.37,696,Owned,Base Game,9,25.1,51,59.1,120,15.8,32,203
One Night Ultimate Werewolf,147949,2014,7.06072,27484,1.37,696,Owned,Base Game,10,20.5,41,59.0,118,20.5,41,200
One Night Ultimate Werewolf: Daybreak,163166,2015,7.30207,5920,1.39,115,Owned,Base Game,1,0.0,0,0.0,0,100.0,25,25
One Night Ultimate Werewolf: Daybreak,163166,2015,7.30207,5920,1.39,115,Owned,Base Game,2,0.0,0,0.0,0,100.0,25,25
One Night Ultimate Werewolf: Daybreak,163166,2015,7.30207,5920,1.39,115,Owned,Base Game,3,3.4,1,24.1,7,72.4,21,29
One Night Ultimate Werewolf: Daybreak,163166,2015,7.30207,5920,1.39,115,Owned,Base Game,4,13.8,4,62.1,18,24.1,7,29
One Night Ultimate Werewolf: Daybreak,163166,2015,7.30207,5920,1.39,115,Owned,Base Game,5,55.2,16,41.4,12,3.4,1,29
One Night Ultimate Werewolf: Daybreak,163166,2015,7.30207,5920,1.39,115,Owned,Base Game,6,82.8,24,17.2,5,0.0,0,29
One Night Ultimate Werewolf: Daybreak,163166,2015,7.30207,5920,1.39,115,Owned,Base Game,7,82.8,24,17.2,5,0.0,0,29
Ora et Labora,70149,2011,7.68804,10900,3.89,673,Owned,Base Game,1,7.6,10,55.7,73,36.6,48,131
Ora et Labora,70149,2011,7.68804,10900,3.89,673,Owned,Base Game,2,26.3,46,57.1,100,16.6,29,175
Ora et Labora,70149,2011,7.68804,10900,3.89,673,Owned,Base Game,3,71.8,127,25.4,45,2.8,5,177
Ora et Labora,70149,2011,7.68804,10900,3.89,673,Owned,Base Game,4,16.0,25,59.6,93,24.4,38,156
Pandemic,30549,2008,7.5397,123970,2.4,5996,Owned,Base Game,1,10.6,160,47.8,723,41.6,628,1511
Pandemic,30549,2008,7.5397,123970,2.4,5996,Owned,Base Game,2,22.2,386,68.5,1191,9.3,161,1738
Pandemic,30549,2008,7.5397,123970,2.4,5996,Owned,Base Game,3,35.3,598,62.0,1051,2.8,47,1696
Pandemic,30549,2008,7.5397,123970,2.4,5996,Owned,Base Game,4,69.6,1233,27.0,479,3.4,60,1772
Pandemic: On the Brink,40849,2009,8.03819,17736,2.65,801,Owned,Expansion,1,7.9,9,48.2,55,43.9,50,114
Pandemic: On the Brink,40849,2009,8.03819,17736,2.65,801,Owned,Expansion,2,15.9,21,78.0,103,6.1,8,132
Pandemic: On the Brink,40849,2009,8.03819,17736,2.65,801,Owned,Expansion,3,40.0,54,57.0,77,3.0,4,135
Pandemic: On the Brink,40849,2009,8.03819,17736,2.65,801,Owned,Expansion,4,63.5,87,35.0,48,1.5,2,137
Pandemic: On the Brink,40849,2009,8.03819,17736,2.65,801,Owned,Expansion,5,11.8,14,70.6,84,17.6,21,119
PARKS,266524,2019,7.67666,24410,2.13,593,Owned,Base Game,1,4.7,11,66.5,157,28.8,68,236
PARKS,266524,2019,7.67666,24410,2.13,593,Owned,Base Game,2,22.3,75,66.1,222,11.6,39,336
PARKS,266524,2019,7.67666,24410,2.13,593,Owned,Base Game,3,69.3,221,30.4,97,0.3,1,319
PARKS,266524,2019,7.67666,24410,2.13,593,Owned,Base Game,4,29.7,89,59.7,179,10.7,32,300
PARKS,266524,2019,7.67666,24410,2.13,593,Owned,Base Game,5,4.3,10,34.9,81,60.8,141,232
Paths of Glory,91,1999,8.05762,5166,3.85,677,Owned,Base Game,1,0.0,0,40.5,32,59.5,47,79
Paths of Glory,91,1999,8.05762,5166,3.85,677,Owned,Base Game,2,91.8,90,8.2,8,0.0,0,98
Paths of Glory: Player's Guide,26916,2001,7.61143,258,2.9,21,Owned,Expansion,1,33.3,1,0.0,0,66.7,2,3
Paths of Glory: Player's Guide,26916,2001,7.61143,258,2.9,21,Owned,Expansion,2,100.0,2,0.0,0,0.0,0,2
Pax Pamir: Second Edition,256960,2019,8.20771,13348,3.85,652,Owned,Base Game,1,6.5,20,56.9,174,36.6,112,306
Pax Pamir: Second Edition,256960,2019,8.20771,13348,3.85,652,Owned,Base Game,2,13.8,45,53.5,175,32.7,107,327
Pax Pamir: Second Edition,256960,2019,8.20771,13348,3.85,652,Owned,Base Game,3,35.7,127,57.6,205,6.7,24,356
Pax Pamir: Second Edition,256960,2019,8.20771,13348,3.85,652,Owned,Base Game,4,70.2,257,28.4,104,1.4,5,366
Pax Pamir: Second Edition,256960,2019,8.20771,13348,3.85,652,Owned,Base Game,5,20.5,60,54.1,158,25.3,74,292
Pax Porfiriana,128780,2012,7.65646,3670,3.63,273,Owned,Base Game,1,2.7,2,34.7,26,62.7,47,75
Pax Porfiriana,128780,2012,7.65646,3670,3.63,273,Owned,Base Game,2,11.0,11,60.0,60,29.0,29,100
Pax Porfiriana,128780,2012,7.65646,3670,3.63,273,Owned,Base Game,3,44.1,45,53.9,55,2.0,2,102
Pax Porfiriana,128780,2012,7.65646,3670,3.63,273,Owned,Base Game,4,58.5,62,38.7,41,2.8,3,106
Pax Porfiriana,128780,2012,7.65646,3670,3.63,273,Owned,Base Game,5,15.6,14,44.4,40,40.0,36,90
Pax Porfiriana,128780,2012,7.65646,3670,3.63,273,Owned,Base Game,6,4.1,3,16.4,12,79.5,58,73
Pax Renaissance,198953,2016,7.99399,2369,4.46,226,Owned,Base Game,1,1.3,1,21.8,17,76.9,60,78
Pax Renaissance,198953,2016,7.99399,2369,4.46,226,Owned,Base Game,2,31.5,35,54.1,60,14.4,16,111
Pax Renaissance,198953,2016,7.99399,2369,4.46,226,Owned,Base Game,3,71.9,82,23.7,27,4.4,5,114
Pax Renaissance,198953,2016,7.99399,2369,4.46,226,Owned,Base Game,4,27.6,27,49.0,48,23.5,23,98
Pax Renaissance: 2nd Edition,308119,2021,8.54221,1997,4.63,208,Owned,Base Game,1,3.3,2,37.7,23,59.0,36,61
Pax Renaissance: 2nd Edition,308119,2021,8.54221,1997,4.63,208,Owned,Base Game,2,67.9,53,28.2,22,3.8,3,78
Pax Renaissance: 2nd Edition,308119,2021,8.54221,1997,4.63,208,Owned,Base Game,3,68.8,53,27.3,21,3.9,3,77
Pax Renaissance: 2nd Edition,308119,2021,8.54221,1997,4.63,208,Owned,Base Game,4,8.8,6,64.7,44,26.5,18,68
Pax Transhumanity,257732,2019,7.50914,1127,4.4,122,Owned,Base Game,1,6.5,2,58.1,18,35.5,11,31
Pax Transhumanity,257732,2019,7.50914,1127,4.4,122,Owned,Base Game,2,17.6,6,67.6,23,14.7,5,34
Pax Transhumanity,257732,2019,7.50914,1127,4.4,122,Owned,Base Game,3,80.0,28,20.0,7,0.0,0,35
Pax Transhumanity,257732,2019,7.50914,1127,4.4,122,Owned,Base Game,4,25.0,8,68.8,22,6.2,2,32
Pax Viking,303954,2021,7.17796,1062,3.32,59,Owned,Base Game,1,7.4,2,25.9,7,66.7,18,27
Pax Viking,303954,2021,7.17796,1062,3.32,59,Owned,Base Game,2,7.7,2,42.3,11,50.0,13,26
Pax Viking,303954,2021,7.17796,1062,3.32,59,Owned,Base Game,3,14.3,4,57.1,16,28.6,8,28
Pax Viking,303954,2021,7.17796,1062,3.32,59,Owned,Base Game,4,62.1,18,31.0,9,6.9,2,29
Pax Viking,303954,2021,7.17796,1062,3.32,59,Owned,Base Game,5,37.5,9,50.0,12,12.5,3,24
Pax Viking,303954,2021,7.17796,1062,3.32,59,Owned,Base Game,6,21.1,4,36.8,7,42.1,8,19
Pendragon: The Fall of Roman Britain,193728,2017,7.881,1058,4.51,120,Owned,Base Game,1,12.1,4,63.6,21,24.2,8,33
Pendragon: The Fall of Roman Britain,193728,2017,7.881,1058,4.51,120,Owned,Base Game,2,3.3,1,63.3,19,33.3,10,30
Pendragon: The Fall of Roman Britain,193728,2017,7.881,1058,4.51,120,Owned,Base Game,3,10.0,3,73.3,22,16.7,5,30
Pendragon: The Fall of Roman Britain,193728,2017,7.881,1058,4.51,120,Owned,Base Game,4,97.1,33,2.9,1,0.0,0,34
Power Grid,2651,2004,7.81442,64775,3.25,4954,Owned,Base Game,1,0.0,0,1.6,12,98.4,722,734
Power Grid,2651,2004,7.81442,64775,3.25,4954,Owned,Base Game,2,2.2,21,25.2,242,72.6,697,960
Power Grid,2651,2004,7.81442,64775,3.25,4954,Owned,Base Game,3,11.0,115,72.7,759,16.3,170,1044
Power Grid,2651,2004,7.81442,64775,3.25,4954,Owned,Base Game,4,70.3,804,29.1,333,0.6,7,1144
Power Grid,2651,2004,7.81442,64775,3.25,4954,Owned,Base Game,5,68.6,752,28.9,317,2.5,27,1096
Power Grid,2651,2004,7.81442,64775,3.25,4954,Owned,Base Game,6,21.3,207,60.5,587,18.2,177,971
Power Grid: Australia & Indian Subcontinent,147580,2013,7.93131,781,3.06,33,Owned,Expansion,1,0.0,0,0.0,0,100.0,2,2
Power Grid: Australia & Indian Subcontinent,147580,2013,7.93131,781,3.06,33,Owned,Expansion,2,0.0,0,50.0,2,50.0,2,4
Power Grid: Australia & Indian Subcontinent,147580,2013,7.93131,781,3.06,33,Owned,Expansion,3,16.7,1,66.7,4,16.7,1,6
Power Grid: Australia & Indian Subcontinent,147580,2013,7.93131,781,3.06,33,Owned,Expansion,4,50.0,3,50.0,3,0.0,0,6
Power Grid: Australia & Indian Subcontinent,147580,2013,7.93131,781,3.06,33,Owned,Expansion,5,83.3,5,0.0,0,16.7,1,6
Power Grid: Australia & Indian Subcontinent,147580,2013,7.93131,781,3.06,33,Owned,Expansion,6,16.7,1,50.0,3,33.3,2,6
Power Grid: Benelux/Central Europe,25031,2006,8.01283,3332,3.14,287,Owned,Expansion,1,0.0,0,0.0,0,100.0,26,26
Power Grid: Benelux/Central Europe,25031,2006,8.01283,3332,3.14,287,Owned,Expansion,2,6.5,2,29.0,9,64.5,20,31
Power Grid: Benelux/Central Europe,25031,2006,8.01283,3332,3.14,287,Owned,Expansion,3,26.5,9,64.7,22,8.8,3,34
Power Grid: Benelux/Central Europe,25031,2006,8.01283,3332,3.14,287,Owned,Expansion,4,73.5,25,26.5,9,0.0,0,34
Power Grid: Benelux/Central Europe,25031,2006,8.01283,3332,3.14,287,Owned,Expansion,5,73.5,25,20.6,7,5.9,2,34
Power Grid: Benelux/Central Europe,25031,2006,8.01283,3332,3.14,287,Owned,Expansion,6,6.7,2,73.3,22,20.0,6,30
Power Grid: The New Power Plants – Set 1,29416,2007,7.79485,3600,2.98,240,Owned,Expansion,1,0.0,0,0.0,0,100.0,20,20
Power Grid: The New Power Plants – Set 1,29416,2007,7.79485,3600,2.98,240,Owned,Expansion,2,0.0,0,40.9,9,59.1,13,22
Power Grid: The New Power Plants – Set 1,29416,2007,7.79485,3600,2.98,240,Owned,Expansion,3,12.5,3,62.5,15,25.0,6,24
Power Grid: The New Power Plants – Set 1,29416,2007,7.79485,3600,2.98,240,Owned,Expansion,4,73.1,19,26.9,7,0.0,0,26
Power Grid: The New Power Plants – Set 1,29416,2007,7.79485,3600,2.98,240,Owned,Expansion,5,84.0,21,16.0,4,0.0,0,25
Power Grid: The New Power Plants – Set 1,29416,2007,7.79485,3600,2.98,240,Owned,Expansion,6,23.1,6,73.1,19,3.8,1,26
Q.E.,209136,2017,7.32531,311,1.83,6,Owned,Base Game,1,0.0,0,0.0,0,100.0,5,5
Q.E.,209136,2017,7.32531,311,1.83,6,Owned,Base Game,2,0.0,0,0.0,0,100.0,5,5
Q.E.,209136,2017,7.32531,311,1.83,6,Owned,Base Game,3,0.0,0,50.0,2,50.0,2,4
Q.E.,209136,2017,7.32531,311,1.83,6,Owned,Base Game,4,100.0,6,0.0,0,0.0,0,6
QE,266830,2019,7.39617,5744,1.54,107,Owned,Base Game,1,0.0,0,0.0,0,100.0,69,69
QE,266830,2019,7.39617,5744,1.54,107,Owned,Base Game,2,0.0,0,0.0,0,100.0,68,68
QE,266830,2019,7.39617,5744,1.54,107,Owned,Base Game,3,6.8,5,56.8,42,36.5,27,74
QE,266830,2019,7.39617,5744,1.54,107,Owned,Base Game,4,45.2,38,53.6,45,1.2,1,84
QE,266830,2019,7.39617,5744,1.54,107,Owned,Base Game,5,76.5,62,18.5,15,4.9,4,81
Race for the Galaxy,28143,2007,7.74449,54935,2.99,3719,Owned,Base Game,1,2.0,13,17.1,111,80.9,524,648
Race for the Galaxy,28143,2007,7.74449,54935,2.99,3719,Owned,Base Game,2,70.0,794,26.8,304,3.2,36,1134
Race for the Galaxy,28143,2007,7.74449,54935,2.99,3719,Owned,Base Game,3,35.3,361,60.1,614,4.6,47,1022
Race for the Galaxy,28143,2007,7.74449,54935,2.99,3719,Owned,Base Game,4,43.1,428,48.5,482,8.4,83,993
Race for the Galaxy: Alien Artifacts,92932,2013,7.51096,1707,2.94,79,Owned,Expansion,1,0.0,0,0.0,0,100.0,11,11
Race for the Galaxy: Alien Artifacts,92932,2013,7.51096,1707,2.94,79,Owned,Expansion,2,72.2,13,27.8,5,0.0,0,18
Race for the Galaxy: Alien Artifacts,92932,2013,7.51096,1707,2.94,79,Owned,Expansion,3,61.1,11,33.3,6,5.6,1,18
Race for the Galaxy: Alien Artifacts,92932,2013,7.51096,1707,2.94,79,Owned,Expansion,4,29.4,5,64.7,11,5.9,1,17
Race for the Galaxy: Alien Artifacts,92932,2013,7.51096,1707,2.94,79,Owned,Expansion,5,6.7,1,66.7,10,26.7,4,15
Race for the Galaxy: Rebel vs Imperium,40210,2009,7.92898,5991,3.08,357,Owned,Expansion,1,7.7,3,46.2,18,46.2,18,39
Race for the Galaxy: Rebel vs Imperium,40210,2009,7.92898,5991,3.08,357,Owned,Expansion,2,61.2,30,34.7,17,4.1,2,49
Race for the Galaxy: Rebel vs Imperium,40210,2009,7.92898,5991,3.08,357,Owned,Expansion,3,32.7,16,65.3,32,2.0,1,49
Race for the Galaxy: Rebel vs Imperium,40210,2009,7.92898,5991,3.08,357,Owned,Expansion,4,60.4,29,35.4,17,4.2,2,48
Race for the Galaxy: Rebel vs Imperium,40210,2009,7.92898,5991,3.08,357,Owned,Expansion,5,16.7,7,66.7,28,16.7,7,42
Race for the Galaxy: Rebel vs Imperium,40210,2009,7.92898,5991,3.08,357,Owned,Expansion,6,7.5,3,65.0,26,27.5,11,40
Race for the Galaxy: The Brink of War,66121,2010,7.76133,3631,3.37,187,Owned,Expansion,1,0.0,0,56.0,14,44.0,11,25
Race for the Galaxy: The Brink of War,66121,2010,7.76133,3631,3.37,187,Owned,Expansion,2,53.3,16,40.0,12,6.7,2,30
Race for the Galaxy: The Brink of War,66121,2010,7.76133,3631,3.37,187,Owned,Expansion,3,39.3,11,60.7,17,0.0,0,28
Race for the Galaxy: The Brink of War,66121,2010,7.76133,3631,3.37,187,Owned,Expansion,4,62.1,18,37.9,11,0.0,0,29
Race for the Galaxy: The Brink of War,66121,2010,7.76133,3631,3.37,187,Owned,Expansion,5,11.5,3,73.1,19,15.4,4,26
Race for the Galaxy: The Brink of War,66121,2010,7.76133,3631,3.37,187,Owned,Expansion,6,7.4,2,63.0,17,29.6,8,27
Race for the Galaxy: The Gathering Storm,34499,2008,8.08905,10038,2.99,630,Owned,Expansion,1,20.3,29,55.9,80,23.8,34,143
Race for the Galaxy: The Gathering Storm,34499,2008,8.08905,10038,2.99,630,Owned,Expansion,2,53.6,82,45.8,70,0.7,1,153
Race for the Galaxy: The Gathering Storm,34499,2008,8.08905,10038,2.99,630,Owned,Expansion,3,37.5,54,61.8,89,0.7,1,144
Race for the Galaxy: The Gathering Storm,34499,2008,8.08905,10038,2.99,630,Owned,Expansion,4,41.7,58,55.4,77,2.9,4,139
Race for the Galaxy: The Gathering Storm,34499,2008,8.08905,10038,2.99,630,Owned,Expansion,5,19.4,24,63.7,79,16.9,21,124
Race for the Galaxy: Xeno Invasion,161599,2015,7.89395,862,3.28,32,Owned,Expansion,1,10.0,1,0.0,0,90.0,9,10
Race for the Galaxy: Xeno Invasion,161599,2015,7.89395,862,3.28,32,Owned,Expansion,2,75.0,12,25.0,4,0.0,0,16
Race for the Galaxy: Xeno Invasion,161599,2015,7.89395,862,3.28,32,Owned,Expansion,3,46.7,7,46.7,7,6.7,1,15
Race for the Galaxy: Xeno Invasion,161599,2015,7.89395,862,3.28,32,Owned,Expansion,4,56.2,9,37.5,6,6.2,1,16
Race for the Galaxy: Xeno Invasion,161599,2015,7.89395,862,3.28,32,Owned,Expansion,5,7.1,1,71.4,10,21.4,3,14
Race! Formula 90: Expansion #3,350093,2023,8.60533,35,4.0,1,Owned,Expansion,1,100.0,1,0.0,0,0.0,0,1
Race! Formula 90: Expansion #3,350093,2023,8.60533,35,4.0,1,Owned,Expansion,2,0.0,0,100.0,1,0.0,0,1
Race! Formula 90: Expansion #3,350093,2023,8.60533,35,4.0,1,Owned,Expansion,3,0.0,0,100.0,1,0.0,0,1
Race! Formula 90: Expansion #3,350093,2023,8.60533,35,4.0,1,Owned,Expansion,4,100.0,1,0.0,0,0.0,0,1
